,Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
1280,Postgraduate,34043.0,1,0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,21340800000000000,43,49,Partner,1,3,1
1281,Graduate,57811.0,0,1,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,31968000000000000,55,802,Partner,1,3,1
1282,Graduate,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,11232000000000000,75,1736,Partner,0,2,0
1283,Graduate,7500.0,1,1,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,47433600000000000,43,57,Alone,2,3,1
1284,Postgraduate,157733.0,1,0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,33696000000000000,50,59,Partner,1,3,1
1285,Graduate,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,41644800000000000,68,2302,Partner,0,2,0
1286,Undergraduate,23148.0,0,0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,11318400000000000,36,37,Partner,0,2,0
1287,Graduate,44267.0,1,1,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,42249600000000000,51,310,Alone,2,3,1
1288,Graduate,71626.0,0,0,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,52272000000000000,42,1305,Partner,0,2,0
1289,Graduate,60894.0,0,1,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,31622400000000000,55,832,Partner,1,3,1
1290,Graduate,50200.0,1,1,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,39052800000000000,45,401,Partner,2,4,1
1291,Postgraduate,81051.0,0,0,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,3196800000000000,56,1501,Partner,0,2,0
1292,Graduate,65169.0,0,0,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,14342400000000000,39,1189,Partner,0,2,0
1293,Graduate,59868.0,0,1,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,29548800000000000,49,1194,Partner,1,3,1
1294,Postgraduate,65695.0,0,1,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,12873600000000000,61,656,Partner,1,3,1
1295,Postgraduate,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,50371200000000000,65,1540,Alone,0,1,0
1296,Postgraduate,45143.0,0,1,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,26524800000000000,56,311,Partner,1,3,1
1297,Undergraduate,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,20304000000000000,66,820,Partner,1,3,1
1298,Undergraduate,59060.0,1,0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,14601600000000000,32,274,Partner,1,3,1
1299,Postgraduate,27238.0,1,1,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,37584000000000000,59,57,Alone,2,3,1
1300,Graduate,47009.0,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,23414400000000000,56,448,Partner,1,3,1
1301,Undergraduate,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,1641600000000000,48,44,Partner,2,4,1
1302,Graduate,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,28944000000000000,49,102,Partner,2,4,1
1303,Graduate,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,12787200000000000,37,61,Partner,1,3,1
1304,Postgraduate,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,37411200000000000,61,1643,Partner,0,2,0
1305,Postgraduate,46692.0,0,1,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,33523200000000000,63,397,Partner,1,3,1
1306,Graduate,77382.0,0,1,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,14947200000000000,53,1121,Partner,1,3,1
1307,Graduate,37774.0,2,0,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,57369600000000000,44,473,Alone,2,3,1
1308,Undergraduate,18393.0,1,0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,7948800000000000,47,50,Partner,1,3,1
1309,Postgraduate,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,43200000000000000,59,1678,Partner,1,3,1
1310,Graduate,24711.0,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,6220800000000000,39,58,Partner,0,2,0
1311,Postgraduate,45503.0,1,0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,23932800000000000,46,170,Partner,1,3,1
1312,Postgraduate,6560.0,0,0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,17193600000000000,39,373,Alone,0,1,0
1313,Postgraduate,71604.0,0,0,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,19353600000000000,76,1196,Partner,0,2,0
1314,Graduate,27244.0,1,0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,9849600000000000,42,101,Partner,1,3,1
1315,Graduate,48752.0,1,1,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,48729600000000000,52,316,Partner,2,4,1
1316,Graduate,71434.0,0,1,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,24537600000000000,59,1400,Partner,1,3,1
1317,Graduate,90842.0,0,0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,28944000000000000,73,1424,Alone,0,1,0
1318,Postgraduate,88097.0,1,0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,58752000000000000,43,844,Partner,1,3,1
1319,Graduate,51948.0,0,1,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,24624000000000000,46,311,Partner,1,3,1
1320,Graduate,71853.0,0,0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,36028800000000000,39,1149,Partner,0,2,0
1321,Postgraduate,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,6048000000000000,38,129,Partner,0,2,0
1322,Graduate,40049.0,0,1,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,22118400000000000,69,32,Alone,1,2,1
1323,Graduate,39660.0,1,0,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,59616000000000000,39,299,Alone,1,2,1
1324,Graduate,50127.0,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,2678400000000000,59,320,Partner,1,3,1
1325,Postgraduate,43263.0,0,1,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,50544000000000000,44,441,Partner,1,3,1
1326,Postgraduate,62845.0,1,1,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,54950400000000000,72,1178,Partner,2,4,1
1327,Graduate,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,43027200000000000,31,85,Partner,0,2,0
1328,Undergraduate,24367.0,1,0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,40262400000000000,39,24,Alone,1,2,1
1329,Graduate,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,42681600000000000,46,112,Alone,1,2,1
1330,Undergraduate,26887.0,0,1,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,43545600000000000,62,30,Partner,1,3,1
1331,Postgraduate,50150.0,0,0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,32313600000000000,38,410,Partner,0,2,0
1332,Graduate,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,26092800000000000,45,800,Partner,1,3,1
1333,Postgraduate,85696.0,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,36460800000000000,59,1313,Alone,0,1,0
1334,Postgraduate,76542.0,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,39398400000000000,65,1483,Partner,0,2,0
1335,Graduate,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,21686400000000000,28,1258,Alone,0,1,0
1336,Graduate,18227.0,1,0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,51667200000000000,34,28,Partner,1,3,1
1337,Graduate,69139.0,0,1,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,13219200000000000,56,227,Partner,1,3,1
1338,Graduate,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,51580800000000000,39,1555,Partner,0,2,0
1339,Graduate,69627.0,0,1,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,40521600000000000,59,861,Alone,1,2,1
1340,Graduate,38136.0,1,0,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,37411200000000000,43,103,Partner,1,3,1
1341,Postgraduate,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,5356800000000000,75,634,Alone,0,1,0
1342,Graduate,80695.0,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,15724800000000000,58,1918,Alone,0,1,0
1343,Postgraduate,33316.0,1,1,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,23155200000000000,50,131,Alone,2,3,1
1344,Graduate,58554.0,1,1,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,55382400000000000,53,586,Partner,2,4,1
1345,Undergraduate,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,18835200000000000,29,62,Partner,1,3,1
1346,Graduate,53034.0,1,1,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,34128000000000000,47,447,Alone,2,3,1
1347,Undergraduate,52203.0,0,0,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,60307200000000000,71,939,Partner,0,2,0
1348,Undergraduate,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,29289600000000000,44,797,Alone,1,2,1
1349,Postgraduate,75154.0,0,1,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,57283200000000000,63,1143,Alone,1,2,1
1350,Graduate,47025.0,0,1,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,20217600000000000,45,415,Alone,1,2,1
1351,Graduate,37971.0,1,0,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,18662400000000000,48,30,Partner,1,3,1
1352,Postgraduate,41335.0,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,15984000000000000,53,187,Alone,1,2,1
1353,Graduate,67267.0,0,1,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,4060800000000000,63,251,Partner,1,3,1
1354,Graduate,57338.0,0,1,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,5270400000000000,46,237,Alone,1,2,1
1355,Undergraduate,50523.0,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,16070400000000000,61,91,Partner,2,4,1
1356,Postgraduate,35791.0,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,36201600000000000,56,35,Alone,3,4,1
1357,Postgraduate,50611.0,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,54691200000000000,61,493,Alone,1,2,1
1358,Postgraduate,56242.0,0,1,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,41731200000000000,52,971,Partner,1,3,1
1359,Graduate,48904.0,0,1,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,49593600000000000,61,371,Alone,1,2,1
1360,Graduate,56243.0,1,2,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,15638400000000000,46,396,Alone,3,4,1
1361,Graduate,21355.0,1,0,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,27043200000000000,36,68,Partner,1,3,1
1362,Postgraduate,57420.0,0,1,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,31881600000000000,50,322,Partner,1,3,1
1363,Postgraduate,46390.0,0,1,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,4752000000000000,66,222,Alone,1,2,1
1364,Undergraduate,54342.0,1,1,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,31190400000000000,65,177,Partner,2,4,1
1365,Graduate,20895.0,1,0,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,54518400000000000,48,45,Partner,1,3,1
1366,Graduate,92344.0,0,0,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,14256000000000000,73,1899,Partner,0,2,0
1367,Undergraduate,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,27043200000000000,45,22,Partner,2,4,1
1368,Graduate,44964.0,1,1,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,48384000000000000,41,41,Partner,2,4,1
1369,Graduate,75507.0,0,0,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,5011200000000000,42,1440,Partner,0,2,0
1370,Postgraduate,53761.0,1,1,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,22550400000000000,49,325,Partner,2,4,1
1371,Graduate,22682.0,1,0,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,23241600000000000,48,95,Partner,1,3,1
1372,Postgraduate,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,10281600000000000,49,42,Partner,1,3,1
1373,Undergraduate,41658.0,1,1,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,51580800000000000,46,72,Alone,2,3,1
1374,Postgraduate,29791.0,1,0,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,3888000000000000,49,20,Partner,1,3,1
1375,Postgraduate,63915.0,0,2,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,28857600000000000,65,789,Partner,2,4,1
1376,Graduate,39996.0,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,3283200000000000,47,15,Alone,2,3,1
1377,Graduate,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,12268800000000000,49,59,Alone,1,2,1
1378,Postgraduate,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,37497600000000000,53,908,Alone,1,2,1
1379,Postgraduate,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,48902400000000000,52,417,Partner,2,4,1
1380,Graduate,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,58147200000000000,60,289,Partner,2,4,1
1381,Graduate,65685.0,0,1,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,7948800000000000,49,769,Partner,1,3,1
1382,Graduate,37716.0,0,1,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,5961600000000000,68,188,Partner,1,3,1
1383,Graduate,36864.0,0,1,53,204,5,39,17,0,89,3,5,2,4,8,0,0,0,0,0,0,1,59184000000000000,64,354,Alone,1,2,1
1384,Postgraduate,44511.0,1,0,39,513,7,133,46,14,14,6,8,4,8,8,0,0,0,0,0,0,0,54000000000000000,51,727,Partner,1,3,1
1385,Postgraduate,36947.0,1,1,49,88,3,21,4,1,29,4,3,0,4,9,0,0,0,0,0,0,0,59702400000000000,54,146,Partner,2,4,1
1386,Postgraduate,47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,38361600000000000,70,319,Partner,1,3,1
1387,Postgraduate,67087.0,0,1,40,329,35,222,130,35,43,2,7,5,8,4,0,0,0,0,0,0,0,16761600000000000,68,794,Partner,1,3,1
1388,Graduate,57045.0,0,1,40,296,13,104,11,13,17,3,4,2,9,3,0,0,0,0,0,0,0,56937600000000000,71,454,Partner,1,3,1
1389,Postgraduate,36957.0,1,1,43,100,2,16,2,1,31,4,3,2,2,9,0,0,0,0,0,0,1,57110400000000000,68,152,Alone,2,3,1
1390,Postgraduate,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,55209600000000000,44,797,Partner,1,3,1
1391,Graduate,80134.0,1,0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,34992000000000000,49,1690,Partner,1,3,1
1392,Postgraduate,43142.0,1,1,84,5,1,7,2,1,4,1,1,0,2,7,0,0,0,0,0,0,0,11318400000000000,52,20,Partner,2,4,1
1393,Graduate,80589.0,0,0,25,507,93,520,242,40,26,1,5,10,5,1,0,0,0,1,0,0,1,13651200000000000,77,1428,Partner,0,2,0
1394,Graduate,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,43286400000000000,31,209,Alone,1,2,1
1395,Graduate,57537.0,1,0,83,191,56,139,51,8,100,4,4,3,8,4,0,0,0,0,0,0,0,33177600000000000,42,545,Alone,1,2,1
1396,Undergraduate,22634.0,0,0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,0,45705600000000000,55,96,Partner,0,2,0
1397,Graduate,51315.0,0,0,45,68,28,39,16,30,41,1,2,2,5,2,0,0,0,0,0,0,0,10886400000000000,73,222,Partner,0,2,0
1398,Graduate,36026.0,2,1,34,20,4,10,6,4,17,2,2,0,3,6,0,0,0,0,0,0,0,9072000000000000,49,61,Partner,3,5,1
1399,Graduate,24639.0,1,1,3,20,3,16,0,4,1,3,2,0,4,6,0,0,0,0,0,0,0,13132800000000000,48,44,Partner,2,4,1
1400,Postgraduate,34578.0,2,1,1,7,0,1,0,0,0,1,1,0,2,6,0,0,0,0,0,0,0,6825600000000000,49,8,Partner,3,5,1
1401,Undergraduate,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,22377600000000000,49,817,Alone,0,1,0
1402,Graduate,63810.0,0,1,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,0,51408000000000000,55,1371,Alone,1,2,1
1403,Postgraduate,54132.0,0,1,81,30,1,8,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,11491200000000000,52,42,Partner,1,3,1
1404,Graduate,18690.0,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,47347200000000000,62,60,Partner,0,2,0
1405,Graduate,28164.0,1,0,23,3,18,26,11,8,12,3,2,0,4,7,0,0,0,0,0,0,0,36374400000000000,51,78,Partner,1,3,1
1406,Postgraduate,34596.0,1,0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,38188800000000000,47,23,Partner,1,3,1
1407,Postgraduate,43269.0,1,0,61,10,1,7,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,24710400000000000,49,19,Partner,1,3,1
1408,Undergraduate,38741.0,1,1,60,7,10,17,8,6,13,2,2,0,3,7,0,0,0,0,0,0,0,7862400000000000,63,61,Alone,2,3,1
1409,Graduate,31907.0,0,0,75,33,87,64,175,16,74,1,6,1,6,7,0,0,0,0,0,0,0,41644800000000000,49,449,Alone,0,1,0
1410,Postgraduate,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,38880000000000000,38,37,Partner,1,3,1
1411,Undergraduate,31163.0,1,0,54,2,3,10,11,2,10,1,1,0,3,6,0,0,0,0,0,0,0,11750400000000000,48,38,Alone,1,2,1
1412,Graduate,92533.0,0,0,84,693,21,118,110,147,42,1,6,5,11,2,0,0,1,1,0,0,0,16588800000000000,36,1131,Partner,0,2,0
1413,Graduate,34853.0,1,1,75,9,3,15,2,3,2,2,2,0,3,6,0,0,0,0,0,0,0,16243200000000000,48,34,Alone,2,3,1
1414,Graduate,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,20908800000000000,54,294,Alone,2,3,1
1415,Undergraduate,31086.0,1,1,79,16,2,11,3,0,16,2,1,1,2,8,1,0,0,0,0,0,0,36374400000000000,42,48,Partner,2,4,1
1416,Graduate,60544.0,1,1,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,58147200000000000,60,289,Partner,2,4,1
1417,Undergraduate,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,44928000000000000,35,30,Partner,0,2,0
1418,Graduate,42523.0,0,0,96,14,36,11,3,26,35,1,1,1,4,2,0,0,0,0,0,0,0,5788800000000000,57,125,Partner,0,2,0
1419,Graduate,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,43200000000000000,38,156,Partner,1,3,1
1420,Graduate,33402.0,1,1,60,26,2,19,10,5,8,3,2,1,3,8,0,0,0,0,0,0,0,29894400000000000,69,70,Partner,2,4,1
1421,Postgraduate,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,24278400000000000,72,22,Partner,2,4,1
1422,Graduate,21645.0,1,0,75,14,0,23,4,5,19,3,3,0,3,9,0,0,0,0,0,0,1,57369600000000000,42,65,Partner,1,3,1
1423,Postgraduate,78427.0,0,0,36,972,19,595,180,26,138,3,3,7,10,3,0,0,0,1,0,0,1,52963200000000000,73,1930,Alone,0,1,0
1424,Graduate,82657.0,0,0,71,966,168,672,246,105,126,1,7,5,10,4,0,1,0,1,0,0,0,23760000000000000,75,2283,Partner,0,2,0
1425,Graduate,51876.0,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,22204800000000000,63,310,Partner,0,2,0
1426,Undergraduate,78041.0,0,0,93,482,35,553,72,160,17,1,4,4,9,2,0,0,0,0,0,0,0,48384000000000000,50,1319,Partner,0,2,0
1427,Graduate,52852.0,0,1,93,714,8,99,11,0,47,4,10,7,5,8,1,0,0,0,0,0,0,49680000000000000,64,879,Partner,1,3,1
1428,Postgraduate,70038.0,0,0,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,21340800000000000,39,1244,Partner,0,2,0
1429,Undergraduate,69401.0,0,1,41,399,27,159,58,8,39,4,4,4,5,2,0,0,0,0,0,0,0,8467200000000000,48,690,Partner,1,3,1
1430,Graduate,46053.0,1,0,46,56,10,92,19,7,25,3,3,2,4,5,0,0,0,0,0,0,0,42940800000000000,49,209,Partner,1,3,1
1431,Graduate,77343.0,0,0,28,227,151,573,98,54,31,1,3,4,9,1,0,0,0,0,0,0,0,1728000000000000,56,1134,Partner,0,2,0
1432,Graduate,73892.0,0,0,40,703,102,601,0,58,43,1,3,11,8,1,0,0,0,0,0,0,1,19699200000000000,68,1507,Alone,0,1,0
1433,Postgraduate,40304.0,1,0,82,37,0,17,0,0,3,1,2,0,3,7,0,0,0,0,0,0,0,23500800000000000,54,57,Alone,1,2,1
1434,Postgraduate,32727.0,0,0,38,167,13,180,86,13,70,2,7,3,5,8,0,0,0,0,0,0,0,57888000000000000,56,529,Partner,0,2,0
1435,Graduate,68695.0,0,0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,0,345600000000000,52,1091,Partner,0,2,0
1436,Graduate,43300.0,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,0,1,53913600000000000,50,180,Alone,1,2,1
1437,Graduate,26290.0,1,1,49,15,8,16,11,5,22,4,2,0,4,6,0,0,0,0,0,0,0,46051200000000000,49,77,Partner,2,4,1
1438,Graduate,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,0,1,11836800000000000,51,2349,Alone,0,1,0
1439,Postgraduate,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,0,1,56419200000000000,47,534,Partner,0,2,0
1440,Postgraduate,64866.0,0,1,9,508,5,21,7,5,10,4,7,3,7,5,0,1,0,0,0,0,0,13305600000000000,71,556,Alone,1,2,1
1441,Graduate,57957.0,0,1,24,290,59,177,77,5,29,7,4,6,8,3,0,0,0,0,0,1,0,27129600000000000,62,637,Partner,1,3,1
1442,Postgraduate,46015.0,1,1,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,6652800000000000,66,46,Partner,2,4,1
1443,Graduate,16531.0,1,0,43,2,13,6,7,5,11,3,3,0,3,7,0,0,0,0,0,0,0,950400000000000,43,44,Partner,1,3,1
1444,Postgraduate,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,30758400000000000,35,47,Partner,1,3,1
1445,Postgraduate,49476.0,0,1,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,0,32313600000000000,58,795,Alone,1,2,1
1446,Graduate,50725.0,0,1,45,443,10,75,0,10,48,4,8,1,8,8,0,0,0,0,0,0,0,43286400000000000,68,586,Partner,1,3,1
1447,Graduate,83844.0,0,0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,1,0,0,0,0,35683200000000000,69,1574,Partner,0,2,0
1448,Postgraduate,41145.0,1,1,20,9,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,12182400000000000,71,13,Partner,2,4,1
1449,Graduate,67419.0,0,1,29,846,84,352,91,56,42,4,9,4,8,5,0,0,0,0,0,0,0,45705600000000000,51,1471,Partner,1,3,1
1450,Undergraduate,23162.0,1,1,82,8,3,9,19,4,22,3,1,1,3,6,0,0,0,0,0,0,0,16416000000000000,51,65,Partner,2,4,1
1451,Graduate,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,36547200000000000,44,175,Partner,1,3,1
1452,Graduate,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,36979200000000000,55,40,Alone,1,2,1
1453,Postgraduate,94871.0,0,2,99,169,24,553,188,0,144,1,8,5,4,7,0,1,1,0,0,0,1,57542400000000000,52,1078,Partner,2,4,1
1454,Graduate,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,50976000000000000,63,1115,Partner,1,3,1
1455,Graduate,39898.0,0,1,20,69,8,26,12,7,12,2,3,0,4,7,0,0,0,0,0,0,0,43372800000000000,67,134,Partner,1,3,1
1456,Postgraduate,64857.0,0,0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,50371200000000000,65,1540,Alone,0,1,0
1457,Postgraduate,59892.0,0,1,26,73,0,13,0,1,0,1,2,1,3,3,0,0,0,0,0,0,0,20649600000000000,51,87,Partner,1,3,1
